Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
retinol[r]	17	-2.5028	0.97726	0.99999	2.5028	0.054642	0.50575	10.572	0.37244	0.85654	7	6.4667	0.5728	0.99076	10	8.3736	0.18549	0.71876
retinal[r]	21	-4.9781	0.99795	0.99999	7.8289	0.00093015	0.034629	11.94	0.34063	0.85452	8	5.5604	0.76972	0.99076	13	10.814	0.069116	0.57393
1-lysolecithin pool[c];11-cis-retinyl-palmitate[c]	5	-1.0833	0.8411	0.99999	6.9256	0.010845	0.20535	9.8385	0.042341	0.34962	3	4.9656	0.43566	0.99076	2	9.4744	0.0050898	0.1861
retinyl-ester[c]	18	-0.73485	0.93377	0.99999	3.814	0.025559	0.34098	7.8781	0.79216	0.97978	11	3.7153	0.97378	0.99076	7	7.9757	0.13573	0.65625
fatty acid-retinol pool[c]	13	-0.19289	0.87296	0.99999	0.19289	0.19197	0.82355	3.1686	0.97903	0.98796	8	1.3158	0.99151	0.99503	5	3.4448	0.6166	0.9673
11-cis-retinol[c]	10	-2.4161	0.95401	0.99999	6.5472	0.0068205	0.15599	9.9108	0.17402	0.64243	5	4.8437	0.65162	0.99076	5	9.1723	0.029422	0.38409
11-cis-retinal[c];9-cis-retinol[c]	7	-5.0355	0.98891	0.99999	9.9732	0.00069907	0.029311	6.3973	0.48045	0.93077	3	0.48959	0.94275	0.99076	4	8.0389	0.053759	0.50541
anhydroretinol[c]	2	-0.27473	0.69692	0.99999	0.27473	0.34873	1	-1.6301	0.97088	0.98796	1	-1.8677	0.95989	0.99076	1	-0.43765	0.81517	0.9676
9-cis-retinal[c]	6	-2.4721	0.93105	0.99999	2.4721	0.1096	0.70185	3.9144	0.76737	0.97978	2	1.577	0.79548	0.99076	4	3.679	0.52302	0.9673
13-cis-retinol[c]	3	-3.9962	0.95705	0.99999	11.539	0.00029368	0.016417	4.7928	0.40232	0.87507	2	-0.47053	0.94612	0.99076	1	8.9668	0.0035024	0.13902
retinoate[c]	32	4.1015	0.69505	0.99999	-4.1015	0.40675	1	14.821	0.29691	0.81443	19	12.163	0.38093	0.98993	13	8.549	0.26684	0.83093
retinoate[r]	27	2.0923	0.83613	0.99999	-2.0923	0.25284	0.90708	12.15	0.51882	0.95019	15	9.512	0.6078	0.99076	12	7.5898	0.35916	0.9117
9-cis-retinal[r]	5	-6.8617	0.99639	0.99999	12.704	7.7887e-05	0.0059942	6.1497	0.37355	0.85654	1	-1.3822	0.94057	0.99076	4	7.5666	0.07652	0.57891
9-cis-retinoate[r];13-cis-retinoate[c];13-cis-retinoate[r]	12	3.8975	0.47144	0.97273	-3.8975	0.57792	1	9.6876	0.28981	0.80604	8	8.1711	0.39106	0.99076	4	5.2238	0.29702	0.85222
9-cis-retinoate[c];4-oxo-9-cis-retinoate[r];5,6-epoxy-13-cis-retinoate[c];5,6-epoxy-13-cis-retinoate[r]	10	6.2937	0.19146	0.68384	-6.2937	0.81443	1	8.7404	0.31139	0.83201	8	8.1711	0.39106	0.99076	2	3.2019	0.42557	0.95692
4-oxo-9-cis-retinoate[c]	33	7.9952	0.28199	0.81284	-7.9951	0.76917	1	12.791	0.62383	0.97734	23	12.102	0.57452	0.99076	10	4.8834	0.67438	0.9673
13-cis-retinal[r]	3	-0.6749	0.77034	0.99999	0.6749	0.27618	0.91766	6.3636	0.19878	0.68987	1	5.1026	0.16436	0.72403	2	4.1857	0.28731	0.8465
13-cis-retinal[c]	4	0.0070852	0.72924	0.99999	-0.0070852	0.32151	0.97461	5.8694	0.33498	0.84884	2	4.1149	0.44252	0.99076	2	4.1857	0.28731	0.8465
4-hydroxy-all-trans-retinoate[c];4-hydroxy-all-trans-retinoate[r]	11	7.5784	0.11339	0.52967	-7.5784	0.8843	1	9.8721	0.22232	0.72606	9	9.4046	0.27414	0.90809	2	3.2019	0.42557	0.95692
riboflavin[c]	7	2.866	0.49112	0.98577	-2.866	0.5484	1	7.1727	0.36523	0.85452	5	5.6857	0.52431	0.99076	2	4.4289	0.25667	0.8225
FMN[c]	10	7.3851	0.11643	0.53547	-7.3448	0.87888	1	10.848	0.097475	0.51859	8	9.9143	0.17006	0.73721	2	4.4289	0.25667	0.8225
serotonin[c]	12	-3.491	0.98151	0.99999	11.027	0.00013422	0.0094548	12.596	0.048867	0.37415	5	6.4946	0.39944	0.99076	7	11.003	0.012349	0.27951
hydroxide[c]	5	-1.6094	0.87546	0.99999	1.6094	0.17653	0.81747	4.0267	0.68588	0.97978	2	1.9249	0.75572	0.99076	3	3.6268	0.44873	0.95692
6-hydroxymelatonin-sulfate[c]	20	4.4458	0.53842	0.99999	-4.4455	0.53527	1	11.603	0.34863	0.85452	12	10.756	0.26042	0.88688	8	5.1732	0.53886	0.9673
formyl-N-acetyl-5-methoxykynurenamine[c];formyl-5-hydroxykynurenamine[c]	2	-0.026002	0.67095	0.99999	0.026002	0.37244	1	-2.3343	0.98469	0.99032	1	-1.793	0.95731	0.99076	1	-1.5081	0.90425	0.97155
5-hydroxyindoleacetaldehyde[c]	16	-4.0581	0.99242	0.99999	4.0581	0.023244	0.31979	12.823	0.10192	0.52345	6	7.3881	0.3548	0.97794	10	10.497	0.04327	0.44597
5-hydroxyindoleacetate[c]	7	-0.44683	0.82792	0.99999	0.44683	0.23143	0.88301	6.4083	0.47879	0.92959	4	3.5052	0.75805	0.99076	3	5.7414	0.17282	0.6884
thiamin[c]	3	-7.7785	0.99768	0.99999	15.321	4.772e-06	0.00084035	8.316	0.05591	0.40099	0	NA	NA	NA	3	8.316	0.026533	0.36734
thiamin-PP[c]	4	0.61849	0.66779	0.99999	-0.61849	0.37933	1	2.979	0.74894	0.97978	3	1.499	0.88216	0.99076	1	3.3616	0.28954	0.84684
thiamin-PPP[c]	2	-6.37	0.98942	0.99999	6.37	0.026106	0.34466	6.1499	0.14247	0.60294	0	NA	NA	NA	2	6.1499	0.095578	0.60846
thiamin-P[c]	2	-2.2688	0.86455	0.99999	2.2688	0.18494	0.81767	5.1666	0.2436	0.75828	1	1.971	0.59796	0.99076	1	5.3356	0.095264	0.60846
2-(alpha-hydroxyethyl)thiamine-diphosphate[c]	2	1.7919	0.46368	0.97093	-1.7919	0.55474	1	0.44211	0.86534	0.98725	2	0.44211	0.89606	0.99076	0	NA	NA	NA
cob(II)alamin[m];cob(I)alamin[m];triphosphate[m];cobamide-coenzyme[m]	2	-2.1404	0.85617	0.99999	2.1404	0.19379	0.82512	2.2529	0.66091	0.97978	1	-0.20632	0.86426	0.99076	1	3.3924	0.28553	0.84475
pyridoxal[c]	8	3.2599	0.46438	0.97123	-3.2599	0.57437	1	8.232	0.27123	0.79035	6	6.3325	0.51465	0.99076	2	5.4958	0.14485	0.65625
pyridoxine[c];pyridoxamine[c];pyridoxamine-phosphate[c]	4	2.7152	0.43168	0.93505	-2.7152	0.59036	1	5.6727	0.3626	0.85452	3	4.6182	0.48925	0.99076	1	3.3463	0.29155	0.84684
calcidiol[c]	7	5.7607	0.19261	0.68384	-5.3063	0.77397	1	11.229	0.029359	0.31525	4	11.279	0.010018	0.17163	3	4.1286	0.37369	0.91745
vitamin D3[m]	3	-2.5768	0.90315	0.99999	2.5768	0.13742	0.75377	5.7335	0.2723	0.79035	1	2.9386	0.44815	0.99076	2	4.9442	0.19785	0.74975
calcidiol[m]	6	5.1775	0.22796	0.74842	-4.6866	0.73425	1	13.386	0.0021588	0.084381	4	11.279	0.010018	0.17163	2	7.2343	0.042809	0.44597
calcitriol[c]	3	2.4508	0.4286	0.9312	-2.4182	0.58523	1	6.6855	0.16636	0.63963	1	8.1828	0.014576	0.20153	2	2.4019	0.54623	0.9673
calcitriol[m]	2	12.46	0.00063389	0.021888	-11.61	0.99584	1	12.35	0.00030113	0.026515	2	12.35	0.00049659	0.030079	0	NA	NA	NA
23s,25-dihydroxyvitamin D3[c];23s,25-dihydroxyvitamin D3[m];23S,25,26-trihydroxyvitamin D3[c];23S,25,26-trihydroxyvitamin D3[m];25-hydroxyvitamin D3-26,23-lactol[c];25-hydroxyvitamin D3-26,23-lactol[m];25-hydroxyvitamin D3-26,23-lactone[c];25-hydroxyvitamin D3-26,23-lactone[m];24-oxo-1alpha,25-dihydroxyvitamin D3[c];24-oxo-1alpha,25-dihydroxyvitamin D3[m];24-oxo-1alpha,23,25-trihydroxyvitamin D3[c];24-oxo-1alpha,23,25-trihydroxyvitamin D3[m]	3	0.94748	0.60353	0.99999	-0.94748	0.43265	1	5.1082	0.3566	0.85452	2	3.6015	0.5206	0.99076	1	3.7543	0.24048	0.81031
calcitetrol[c];calcitetrol[m]	4	5.4983	0.16443	0.63498	-4.9253	0.78617	1	9.0648	0.050575	0.38061	3	8.2996	0.072384	0.46882	1	3.7543	0.24048	0.81031
25-hydroxyvitamin D2[m]	3	6.3746	0.090984	0.47828	-5.6803	0.85747	1	13.823	0.00011273	0.013235	2	12.35	0.00049659	0.030079	1	6.4766	0.04049	0.43412
11-carboxy-alpha-tocotrienol[m];9-carboxy-alpha-tocotrienol[m];7-carboxy-alpha-tocotrienol[m];5-carboxy-alpha-chromanol[m];11-carboxy-gamma-tocotrienol[m];9-carboxy-gamma-tocotrienol[m];7-carboxy-gamma-tocotrienol[m];5-carboxy-gamma-chromanol[m]	29	2.4535	0.82771	0.99999	-2.4535	0.26511	0.90708	10.01	0.85583	0.98634	19	7.0604	0.95492	0.99076	10	7.315	0.31341	0.8746
gamma-carboxyethyl-hydroxychroman[c];gamma-CEHC-glucuronide[c];3-carboxy-alpha-chromanol[c];alpha-CEHC-glucuronide[c]	11	4.9431	0.32932	0.85656	-4.9431	0.69865	1	10.322	0.17507	0.64466	9	8.1353	0.4563	0.99076	2	6.9504	0.053573	0.50541
benzo[a]pyrene[c];benzo[a]pyrene-9,10-oxide[c];benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide[c];9-hydroxybenzo[a]pyrene[c];9-hydroxybenzo[a]pyrene-4,5-oxide[c];naphthalene[c];aflatoxin Q1[c];aflatoxin M1-8,9-epoxide[c];TAG epoxide[c];chloral[c];bromobenzene[c];7,12-dimethylbenz[a]anthracene[c];(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol[c];4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone[c];1-nitronaphthalene[c];1,1-dichloroethylene[c]	8	2.5103	0.55125	0.99999	-2.5103	0.49737	1	6.4904	0.52353	0.95019	6	4.7796	0.73844	0.99076	2	4.7023	0.22439	0.80398
benzo[a]pyrene-7,8-oxide[c];7,12-dimethylbenz[a]anthracene 5,6-oxide[c];trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[c]	9	2.6872	0.55213	0.99999	-2.6872	0.49983	1	6.26	0.62313	0.97734	7	4.5846	0.81777	0.99076	2	4.7023	0.22439	0.80398
benzo[a]pyrene-4,5-oxide[c];trichloroethene[c];1-nitronaphthalene-7,8-oxide[c];2,2-dichloroacetaldehyde[c];1,1-dichloroethylene epoxide[c];chloroacetyl chloride[c]	24	-0.042915	0.93648	0.99999	0.042915	0.12313	0.72528	7.6382	0.93611	0.98796	13	4.8437	0.96336	0.99076	11	6.0167	0.5522	0.9673
4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene[c];7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene[c];(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene[c];(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene[c];aflatoxin B1-exo-8,9-epoxide-GSH[c];hydrochloride[c];S-(1,2-dichlorovinyl)glutathione[c];3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene[c];2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene[c];1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene[c];1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene[c];1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene[c];1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene[c];S-(2,2-dichloro-1-hydroxy)ethyl glutathione[c];2-(S-glutathionyl)acetyl chloride[c];2-(S-glutathionyl)acetyl glutathione[c];S-(2-chloroacetyl)glutathione[c];S-(formylmethyl)glutathione[c]	16	-1.8276	0.96191	0.99999	1.8276	0.078963	0.59172	4.7654	0.96517	0.98796	7	2.1758	0.96658	0.99076	9	4.435	0.69723	0.9673
benzo[a]pyrene-7,8-diol[c];(1R,2S)-naphthalene 1,2-oxide[c];(1S,2R)-naphthalene 1,2-oxide[c];aflatoxin B1-exo-8,9-epoxide[c];bromobenzene-3,4-oxide[c];bromobenzene-2,3-oxide[c];1-nitronaphthalene-5,6-oxide[c]	25	0.15021	0.93073	0.99999	-0.15021	0.13228	0.75377	7.5683	0.94895	0.98796	14	4.7804	0.97429	0.99076	11	6.0167	0.5522	0.9673
1,2-dihydronaphthalene-1,2-diol[c]	3	3.1582	0.34896	0.86797	-3.1582	0.65871	1	3.3707	0.61585	0.97734	2	3.9745	0.46379	0.99076	1	0.21751	0.7411	0.9673
naphthalene-1,2-diol[c]	2	3.1882	0.30815	0.84526	-3.1882	0.68912	1	3.8297	0.42638	0.89176	1	5.1985	0.15524	0.70024	1	0.21751	0.7411	0.9673
aflatoxin B1[c];aflatoxin M1[c]	9	2.0876	0.62021	0.99999	-2.0876	0.43826	1	6.2016	0.63158	0.97734	6	4.7796	0.73844	0.99076	3	3.982	0.39525	0.92837
aflatoxin B1 dialdehyde[c];1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal[c];6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[c];alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde[c]	2	8.3721	0.021538	0.24158	-7.2196	0.93578	1	8.1035	0.034884	0.33405	2	8.1035	0.047526	0.37144	0	NA	NA	NA
chloral hydrate[c]	12	-0.91949	0.90906	0.99999	0.91949	0.14848	0.76906	10.767	0.16775	0.63972	6	6.9152	0.42501	0.99076	6	8.312	0.082813	0.6068
trichloroacetate[c]	12	3.8079	0.48185	0.98241	-3.8079	0.56888	1	8.1803	0.5069	0.9497	9	6.4642	0.70405	0.99076	3	5.1641	0.23552	0.81031
trichloroethanol[c]	25	4.1153	0.62718	0.99999	-4.1153	0.46304	1	14.139	0.19827	0.68987	17	10.689	0.51886	0.99076	8	9.4123	0.063121	0.54224
1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene[c]	2	0.92387	0.56501	0.99999	-0.92387	0.46675	1	-0.13451	0.90729	0.98725	2	-0.13451	0.93054	0.99076	0	NA	NA	NA
7-hydroxymethyl-12-methylbenz[a]anthracene[c]	9	2.2318	0.60409	0.99999	-2.2318	0.45299	1	5.9579	0.66613	0.97978	6	4.7796	0.73844	0.99076	3	3.5601	0.4589	0.95952
4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone[c]	17	3.7986	0.55708	0.99999	-3.7986	0.51322	1	9.9601	0.46429	0.92115	11	8.2975	0.56779	0.99076	6	5.5304	0.37447	0.91745
4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol[c]	14	7.8062	0.13015	0.5602	-7.8062	0.87247	1	9.8092	0.361	0.85452	11	9.7262	0.35169	0.97794	3	2.566	0.61009	0.9673
4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone[c]	4	1.0533	0.62103	0.99999	-1.0533	0.42224	1	5.5119	0.38573	0.86568	2	4.7131	0.35448	0.97794	2	3.0819	0.4435	0.95692
2-bromoacetaldehyde[c];hydrobromic acid[c]	17	-1.0097	0.94065	0.99999	1.0097	0.11235	0.71168	5.3358	0.95473	0.98796	8	3.0742	0.95581	0.99076	9	4.435	0.69723	0.9673
PNP[c]	4	-5.2703	0.98365	0.99999	5.2703	0.035	0.39811	7.8011	0.12312	0.5729	1	2.9386	0.44815	0.99076	3	7.3114	0.060864	0.52616
debrisoquin[c]	2	5.4519	0.12188	0.53992	-5.4519	0.85768	1	5.2067	0.23883	0.75417	2	5.2067	0.28707	0.91174	0	NA	NA	NA
4-hydroxy-debrisoquine[c];limonene[c];(-)-trans-carveol[c];perillyl alcohol[c];(+)-alpha-pinene[c];alpha-pinene-oxide[c]	2	5.4519	0.12188	0.53992	-5.4519	0.85768	1	5.2067	0.23883	0.75417	2	5.2067	0.28707	0.91174	0	NA	NA	NA
methanol[c]	15	-1.8959	0.95975	0.99999	5.269	0.011763	0.20924	12.062	0.13097	0.58243	8	6.4546	0.6519	0.99076	7	10.757	0.015662	0.30306
chloride[c]	30	5.765	0.5047	0.9898	-3.3551	0.33618	0.9867	14.425	0.28677	0.80348	21	11.29	0.61603	0.99076	9	9.09	0.10367	0.61961
4-nitrophenyl-phosphate[s];PNP[s]	11	-0.60801	0.87973	0.99999	0.60801	0.183	0.81747	9.3788	0.28158	0.79884	7	4.9424	0.77917	0.99076	4	9.0148	0.023703	0.3449
dextrin[c];dextrin(n-1)[c]	5	1.2281	0.62708	0.99999	-1.2281	0.42112	1	3.4352	0.76083	0.97978	2	4.1817	0.43246	0.99076	3	1.0205	0.80911	0.9673
neuromedin N[c];neuromedin N(1-4)[c];kinetensin 1-8[c]	2	-3.8469	0.94112	0.99999	3.8469	0.097026	0.67005	3.276	0.51008	0.9497	0	NA	NA	NA	2	3.276	0.41457	0.94785
kinetensin[c]	3	-3.9178	0.9549	0.99999	3.9178	0.074521	0.5681	3.2068	0.63948	0.97967	0	NA	NA	NA	3	3.2068	0.5131	0.9673
kinetensin[s];kinetensin 1-3[s];kinetensin 4-8[s]	3	-5.3766	0.98315	0.99999	5.3766	0.034023	0.39811	4.922	0.38339	0.86369	0	NA	NA	NA	3	4.922	0.26515	0.83093
leucine[s]	23	4.1188	0.61123	0.99999	-3.8329	0.44757	1	9.7535	0.72857	0.97978	15	7.8506	0.81975	0.99076	8	5.788	0.44498	0.95692
(ADP-D-ribosyl)n+1-acceptor[c];(ADP-D-ribosyl)n-acceptor[c]	16	3.1583	0.62138	0.99999	-3.0609	0.44296	1	5.1831	0.95095	0.98796	9	5.6887	0.79837	0.99076	7	1.3858	0.91868	0.97296
[phosphorylase B][c];[phosphorylase A][c]	4	7.4618	0.061317	0.39951	-6.7248	0.8949	1	6.8016	0.21767	0.7214	4	6.8016	0.27996	0.91049	0	NA	NA	NA
ubiquitin C terminal thiolester[c];thiol[c]	49	9.5446	0.2667	0.7984	-9.5446	0.79525	1	9.8134	0.99465	0.99746	36	10.854	0.96933	0.99076	13	0.9909	0.98769	0.99607
ubiquitin[c]	217	22.368	0.022865	0.24855	-21.703	0.98398	1	28.078	0.99519	0.99746	153	29.085	0.90734	0.99076	64	6.7315	0.99948	0.99953
[protein]-N-ubiquityllysine[c]	168	20.267	0.027158	0.27174	-19.511	0.97711	1	26.611	0.94164	0.98796	117	27.239	0.66811	0.99076	51	7.0405	0.99392	0.99945
peptidylproline-(omega=0)[c];peptidylproline-(omega=180)[c]	31	9.3463	0.15951	0.62009	-9.2869	0.85995	1	12.955	0.52942	0.95036	22	12.799	0.42482	0.99076	9	4.0323	0.74863	0.9673
[myosin light chain][c];[myosin light chain]-phosphate[c]	4	-1.7595	0.86887	0.99999	1.7595	0.18013	0.81747	3.4124	0.69378	0.97978	1	2.3186	0.54464	0.99076	3	2.6017	0.60481	0.9673
histone-N6-acetyl-L-lysine[c];histone-L-lysine[c]	15	2.8206	0.64278	0.99999	-2.8206	0.43065	1	5.6732	0.90919	0.98725	10	5.1203	0.88812	0.99076	5	2.5851	0.73391	0.9673
[protein]-L-glutamine[c];alkylamine[c];[protein]-N5-alkylglutamine[c]	4	-4.2178	0.96649	0.99999	10.75	0.00065907	0.028484	7.033	0.19271	0.67873	2	1.4247	0.8116	0.99076	2	8.5214	0.01363	0.28638
S-palmitoylprotein[c]	2	-2.5489	0.88164	0.99999	2.5489	0.16651	0.80999	2.0704	0.68597	0.97978	0	NA	NA	NA	2	2.0704	0.59562	0.9673
alpha tubulin[c];detyrosinated alpha-tubulin[c]	3	-0.97002	0.79583	0.99999	0.97002	0.25097	0.90708	0.035083	0.9413	0.98796	1	-0.75895	0.90588	0.99076	2	0.57963	0.7905	0.9673
polynucleotide[c]	2	3.1174	0.31551	0.84899	-3.1174	0.68271	1	2.7126	0.59479	0.9749	2	2.7126	0.65228	0.99076	0	NA	NA	NA
G(5)pppR-RNA[c]	2	3.0169	0.32606	0.85656	-3.0169	0.67354	1	2.6016	0.61109	0.97734	2	2.6016	0.66783	0.99076	0	NA	NA	NA
m7G(5')pppR-RNA[c]	2	2.2998	0.40506	0.91859	-2.2998	0.60528	1	1.7395	0.72923	0.97978	2	1.7395	0.7774	0.99076	0	NA	NA	NA
N-tetradecanoylglycylpeptide[c];glycylpeptide[c]	2	1.1504	0.5387	0.99999	-1.1504	0.48973	1	1.9767	0.69853	0.97978	1	2.3545	0.53908	0.99076	1	0.44095	0.71273	0.9673
[pyruvate dehydrogenase (acetyl transferring)]-phosphate[c];[pyruvate dehydrogenase (acetyl transferring)][c]	6	2.845	0.47375	0.97575	-2.8458	0.55918	1	6.4786	0.40511	0.8775	3	7.3118	0.14136	0.66598	3	1.8503	0.71059	0.9673
tRNA-queuine[c];queuine[c]	2	2.5042	0.38198	0.89929	-2.5042	0.62518	1	2.0031	0.69501	0.97978	2	2.0031	0.74624	0.99076	0	NA	NA	NA
tRNA-guanine[c]	6	6.6008	0.12295	0.54263	-6.6008	0.86898	1	5.832	0.50182	0.94706	6	5.832	0.59122	0.99076	0	NA	NA	NA
tRNA containing N2-methylguanine[c]	3	3.0204	0.36408	0.88311	-3.0204	0.64538	1	2.3958	0.74734	0.97978	3	2.3958	0.79875	0.99076	0	NA	NA	NA
N-substituted aminoacyl tRNA[c];N-substituted amino acid[c]	3	5.6144	0.13328	0.56524	-5.6144	0.85355	1	4.2239	0.48781	0.93522	2	6.6915	0.12934	0.62516	1	-2.1471	0.93947	0.97734
tRNA[c]	4	6.6894	0.093317	0.48259	-6.6894	0.89324	1	5.3942	0.40292	0.87507	3	7.4684	0.12817	0.62516	1	-2.1471	0.93947	0.97734
[beta-adrenergic-receptor][c];phospho-[beta adrenergic receptor][c]	2	0.20405	0.64617	0.99999	-0.20405	0.39481	1	2.9304	0.56235	0.96145	1	2.2308	0.55823	0.99076	1	1.9134	0.49949	0.96722
N-acetylmuramoyl-ala[c];N-acetylmuramate[c]	2	8.2367	0.023671	0.25112	-8.2367	0.96241	1	8.0711	0.035848	0.33405	2	8.0711	0.048768	0.37257	0	NA	NA	NA
N-acetyl-beta-D-glucosaminylamine[c]	2	3.6429	0.26285	0.79656	-3.6429	0.7288	1	3.2403	0.5155	0.95019	2	3.2403	0.57524	0.99076	0	NA	NA	NA
peptide-L-aspartate[c]	3	2.648	0.40595	0.91859	-2.648	0.6085	1	1.4944	0.84367	0.9838	3	1.4944	0.88251	0.99076	0	NA	NA	NA
peptide-3-hydroxy-L-aspartate[c]	2	2.1679	0.42013	0.9301	-2.1679	0.59229	1	1.0283	0.81095	0.98376	2	1.0283	0.84975	0.99076	0	NA	NA	NA
sn-glycero-3-phospho-1-inositol[c]	3	-1.9283	0.86625	0.99999	1.9283	0.1782	0.81747	4.9011	0.38642	0.86568	2	1.5175	0.80188	0.99076	1	6.343	0.045134	0.45501
vitamin K[c]	3	7.1027	0.060688	0.39878	-7.1114	0.92557	1	6.7058	0.16443	0.63865	3	6.7058	0.20085	0.81349	0	NA	NA	NA
reduced vitamin K[c]	2	6.9406	0.054498	0.38388	-6.9513	0.92673	1	6.6364	0.10481	0.52825	2	6.6364	0.13383	0.63935	0	NA	NA	NA
oxidized dithiothreitol[c];dithiothreitol[c]	2	3.6937	0.25801	0.79155	-3.6937	0.73307	1	3.3446	0.49966	0.94572	2	3.3446	0.55957	0.99076	0	NA	NA	NA
[protein][c]	409	24.445	0.18694	0.67416	-21.688	0.80258	1	48.025	0.47179	0.92489	255	45.161	0.10333	0.58027	154	20.153	0.91664	0.97296
peptidyl-L-lysyl-peptide[c];peptidyl-allysyl-peptide[c]	2	6.3144	0.077968	0.44434	-6.3144	0.90142	1	6.069	0.14952	0.61319	2	6.069	0.18631	0.7707	0	NA	NA	NA
RNA-terminal-2,3-cyclic-phosphate[c];RNA-3-terminal-phosphate[c]	2	0.13654	0.65351	0.99999	-0.13654	0.38821	1	1.9862	0.69726	0.97978	1	1.5164	0.66491	0.99076	1	1.2925	0.59327	0.9673
diphospho-myo-inositol-polyphosphate[c];myo-inositol-polyphosphate[c]	3	2.2338	0.45379	0.95818	-2.2338	0.56633	1	1.4727	0.84565	0.9838	3	1.4727	0.88417	0.99076	0	NA	NA	NA
procollagen-L-lysine[c]	3	9.4014	0.013022	0.16213	-9.4014	0.97947	1	9.1685	0.02775	0.30818	3	9.1685	0.036241	0.30542	0	NA	NA	NA
L-hydroxylysine[c]	4	8.5482	0.031599	0.29377	-8.5482	0.95718	1	8.0457	0.10521	0.52825	4	8.0457	0.14294	0.67156	0	NA	NA	NA
5-Phosphonooxy-L-lysine[c]	2	-0.87229	0.75521	0.99999	0.87229	0.29426	0.93502	1.3813	0.77245	0.97978	1	0.21114	0.82546	0.99076	1	1.7423	0.52555	0.9673
N-trimethyl-2-aminoethylphosphonate[c];CMP-N-trimethyl-2-aminoethylphosphonate[c]	2	-0.59347	0.72878	0.99999	0.59347	0.31919	0.97081	1.2122	0.79142	0.97978	1	0.32894	0.81335	0.99076	1	1.3854	0.57945	0.9673
palmitate[s]	11	-7.9868	0.99955	0.99999	15.894	6.9485e-07	0.00020394	18.631	2.3407e-05	0.0054639	2	9.6939	0.011385	0.17878	9	16.028	4.6161e-05	0.010971
trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[p];3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA[p];cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[p]	2	2.557	0.37609	0.89498	-2.557	0.63026	1	2.0723	0.68572	0.97978	2	2.0723	0.73769	0.99076	0	NA	NA	NA
phosphoprotein[c]	408	24.422	0.18144	0.6616	-21.663	0.80865	1	48.056	0.46201	0.92115	254	45.214	0.098093	0.55976	154	20.153	0.91664	0.97296
protamine[c];O-phosphoprotamine[c]	204	25.739	0.00081439	0.026075	-23.379	0.99669	1	36.275	0.16823	0.63972	139	36.986	0.010188	0.17279	65	10.177	0.97894	0.99321
Ca2+[c];Ca2+[s]	16	0.18196	0.88163	0.99999	-0.18196	0.18658	0.81936	8.1399	0.69923	0.97978	7	6.5189	0.56491	0.99076	9	5.104	0.60295	0.9673
guanidine[c];guanidine[s]	2	-3.3919	0.92374	0.99999	3.3919	0.11844	0.71797	3.0151	0.54961	0.9571	0	NA	NA	NA	2	3.0151	0.45354	0.95692
Mg2+[s];Mg2+[c]	2	3.805	0.24756	0.77025	-3.805	0.7423	1	2.5894	0.61287	0.97734	2	2.5894	0.66952	0.99076	0	NA	NA	NA
